tx,timestamp,block,to,tokenId,output_reward
0x63b4ecbedf01055d45180d80623d2adbf0d07b4e73df7175a4615f859e413f0b,2023-05-02 08:19:44.000 UTC,2.7853074e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,59839,0
0x95fbd276e06719ac838820901d33b8015297c47339d504e5db0be59f9a667aae,2023-05-02 08:20:11.000 UTC,2.7853083e+07,0x17757b0252c84341e243ff49eef8729efa32f5de,65900,29510870630221872995
0x5c55f7b92adcd61ae2aa3b98e5f29f3769f6a28dd0995a47c0447881657c1994,2023-05-02 08:29:44.000 UTC,2.7853274e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,59839,0
0x91a11dfdaa5f67a34e5d1db13d422e6f93ccde50bbb09691d5fb7b02f57096ed,2023-05-02 08:29:47.000 UTC,2.7853275e+07,0x62184dc90157e2b681adf21311d2dea3f028c3ac,11919,315348235827354578
0x751dea3757e5b20abd5487e8a2bc6172c46e7615294374188e2cc72feadcb413,2023-05-02 09:47:32.000 UTC,2.785483e+07,0x3c5c1252c72cf236dc5d1981a3c21f359ce78a99,43751,267442417250141026
0x9f3dd251b89f5a9bd19954dd5fac82a945bce6160e1bc18030905da2d5fc5978,2023-05-02 09:22:14.000 UTC,2.7854324e+07,0x0ee27af2c411cab49e480ad93b8a42687519e091,25877,1223478324290792733
0xaed08095057aa7614d18ec5dc459995cb7a2cbec005342f3cf8f5258eb2d6ede,2023-05-02 08:35:41.000 UTC,2.7853393e+07,0xaf418298f1eba1a4c71681f999ee1ba694f40912,56603,8506479486706678
0xaed08095057aa7614d18ec5dc459995cb7a2cbec005342f3cf8f5258eb2d6ede,2023-05-02 08:35:41.000 UTC,2.7853393e+07,0xaf418298f1eba1a4c71681f999ee1ba694f40912,49668,621761263079239340
0x45b90ae3bb0cde20fad113e529edbf6864a6162f709992d1fba1288570d36b49,2023-05-02 08:17:02.000 UTC,2.785302e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,59839,0
0x6c5ccb842f3cef0261111ead7c5533e1a96b7915cb1c5f44a94a9c7f9717bb12,2023-05-02 08:41:20.000 UTC,2.7853506e+07,0xbc1db090e59285a02c15b8552805648a56c5fa87,54429,20488687490289632367
0xf02a32f7ce2ca4abba8fa8f473dc077ea3c7e7d5712f61b561d6fc7bb068042c,2023-05-02 08:59:41.000 UTC,2.7853873e+07,0x43e1c6ed31c44d0e00a7ad471577445de5a79763,64702,10486171944256985759
0x0f0b8eba9c567854abd9bcc2df5f59cd06164def0fe7792c0c0571490cb95d06,2023-05-02 08:59:29.000 UTC,2.7853869e+07,0x082c1d8e0346f8b99c15ee448617ad15fbe03b23,65376,1395656365689
0x0f0b8eba9c567854abd9bcc2df5f59cd06164def0fe7792c0c0571490cb95d06,2023-05-02 08:59:29.000 UTC,2.7853869e+07,0x082c1d8e0346f8b99c15ee448617ad15fbe03b23,65330,1371594698726792
0xdedb59a86975dad47665d8a11591ddcfa7bda95116a870a1ab0361519361eb68,2023-05-02 08:27:02.000 UTC,2.785322e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,59839,0
0xe11c635132c1e0c317251372cf666102df52ec63c23378defd93a0a31f531989,2023-05-02 08:44:23.000 UTC,2.7853567e+07,0x0d9d15127c063ffbe788a9346750ad52500a991b,4903,347355602471253628
0xe11c635132c1e0c317251372cf666102df52ec63c23378defd93a0a31f531989,2023-05-02 08:44:23.000 UTC,2.7853567e+07,0x0d9d15127c063ffbe788a9346750ad52500a991b,2475,710341521234166574
0xb402598eb71d84ba2bea11ff9ad040befb01ce2709b145aa9230a293ca7fc3cc,2023-05-02 09:51:14.000 UTC,2.7854904e+07,0x1820d11b79dc70a523a0bc5af199fb171b807b3a,54368,43634347623736812767
0xca18b8c70061e07da179d958b85b58660a4299a18f27497cb6593a9aba369e8b,2023-05-02 10:24:33.000 UTC,2.785557e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,59839,0
0x835391de370d5db752da6bd4e17c2f2ad3be8e359023106d1c4ed0dde3f05f8f,2023-05-02 09:54:32.000 UTC,2.785497e+07,0x21ae5e5fb1910e191d3b0506b34e741889d9727e,53016,2233335840613387161
0x3ef4472334f63e1cd06b59cf31014a5753b2dc71fb87821fd2593997b9cbb673,2023-05-02 09:15:02.000 UTC,2.785418e+07,0x17757b0252c84341e243ff49eef8729efa32f5de,65900,19825822010260377128
0xebf6e2c572e384f20e1c214dc567b7b1de56e2d71c9842099667f604bf62a159,2023-05-02 09:44:29.000 UTC,2.7854769e+07,0x16ea1f673e01419ba9af51365b88138ac492489a,56526,89282583823670684109
0xc050630706860ee49269e9dbb959d97f96951dbe87a0acd51809769659faf3b7,2023-05-02 09:44:11.000 UTC,2.7854763e+07,0x16ea1f673e01419ba9af51365b88138ac492489a,56526,
0x1921fa771d1771e3554788c5a1cc4a09e82519403060520d821743aafee41a32,2023-05-02 10:09:06.000 UTC,2.7855261e+07,0xf8e37e2e47bffcdb95cbf26f639b6846ee95f463,64404,0
0x1921fa771d1771e3554788c5a1cc4a09e82519403060520d821743aafee41a32,2023-05-02 10:09:06.000 UTC,2.7855261e+07,0xf8e37e2e47bffcdb95cbf26f639b6846ee95f463,64461,746999799053767750
0x1e503a2277bc7d0e0af0eadc2a6d355ecfea5469abe1e50fbdf468d8df3cbbf6,2023-04-28 07:52:40.000 UTC,2.7737483e+07,0xec3309ef0b47ae37f0feb53fe5e4216a38593db5,11904,1711397176999
0xcbc393e2c40378909a670cb580ec1a0490ed6240ea44b2eadf0067b1dbbbf4d3,2023-04-28 07:52:55.000 UTC,2.7737488e+07,0xb2952147dfb18bb64c208ea8bcfb198c34abf694,58321,10744090757335179358
0xcbc393e2c40378909a670cb580ec1a0490ed6240ea44b2eadf0067b1dbbbf4d3,2023-04-28 07:52:55.000 UTC,2.7737488e+07,0xb2952147dfb18bb64c208ea8bcfb198c34abf694,58304,14967633282408975503
0x0082c30c934d7a80290c7d75746607ba6acf5f24a5e03442a2c3f682602a678b,2023-04-28 07:52:25.000 UTC,2.7737478e+07,0xa8dbfed89df11467e51c28d2b69b32c874e988d5,56369,5197710957700297476
0x67e17ad77a0bf5f37d7326d59e34b5abd5cdbef3125ca339ea60756656a59970,2023-04-28 07:52:22.000 UTC,2.7737477e+07,0xb2952147dfb18bb64c208ea8bcfb198c34abf694,58321,
0x67e17ad77a0bf5f37d7326d59e34b5abd5cdbef3125ca339ea60756656a59970,2023-04-28 07:52:22.000 UTC,2.7737477e+07,0xb2952147dfb18bb64c208ea8bcfb198c34abf694,58304,14967633282408975503
0xda90180c11d6effd84217f00309a83666daae53847149a6bfe3cb438778bb836,2023-04-28 07:53:07.000 UTC,2.7737492e+07,0xd8cf32321b28e27fad0f2055fb85c60fbd9a1008,7992,140196967038088
0xc5ec25c8cc1fc1678c5e6e0edbe36929d3d4948d2194fce854cc0f569afc293e,2023-04-28 07:53:28.000 UTC,2.7737499e+07,0xd8cf32321b28e27fad0f2055fb85c60fbd9a1008,8014,8028211021035202
0x51d025b2e10222ce5167e627767781060392433ea36d16ff89e99e9187315445,2023-04-28 07:53:46.000 UTC,2.7737505e+07,0x0477f5d1d28e52871571167e757e99e35078f2e1,59529,
0xcbde1868a3373e61396cc8ff2d9b2181e6d4c0389f2ca2a065287d2576d5f329,2023-04-28 07:54:40.000 UTC,2.7737523e+07,0x17757b0252c84341e243ff49eef8729efa32f5de,58919,16381436176494303710
0xf7d59bb7ada77f6019e40fd8283c3701a45cf5430856e508c49b291fb5887430,2023-04-28 07:56:10.000 UTC,2.7737553e+07,0xbc1db090e59285a02c15b8552805648a56c5fa87,54429,27265617094295315593
0xe12efd2da284a96f98120eca032e03f152f9d4f4162212cbfb9b923b5f3d2a80,2023-04-28 07:56:58.000 UTC,2.7737569e+07,0x43e1c6ed31c44d0e00a7ad471577445de5a79763,52847,
0xbc7149f63b58b1388040a5f778f59f5f468a6710b2d55ecd1195f535ede08160,2023-04-28 08:00:43.000 UTC,2.7737644e+07,0x43e1c6ed31c44d0e00a7ad471577445de5a79763,52847,9963940846581517103
0xe42e81cf73f926aa0bde13ea3836215b057fc1eecf46a2963d133427317a34a9,2023-04-28 08:05:45.000 UTC,2.7737743e+07,0x74a15f0c886ea584c083375f2f31de8a500300ad,51579,102610798011941669760
0x72963508885930b07e9f07bac6a3132b0ea101b4976fcecbbfc207992c265db1,2023-04-28 08:10:09.000 UTC,2.7737831e+07,0xe6851cbde46a544fe2698dff458306e6f14d6690,51540,96816420018753816202
0x81642398598ed91e9f86569bd766122368b1f57f150fcfa73d35701603d29cf7,2023-04-28 08:12:36.000 UTC,2.773788e+07,0x0f303ee26b55204c85c1d8948142469577d4652d,39464,20902947994205603544
0xb8b6416db4e5c82f7a13e02b470eff0c64b4574f1f4dc022f4f8662063c55cdd,2023-04-28 08:13:06.000 UTC,2.773789e+07,0x4d3c6caba45c564673af20c29e545fcbf835eb1d,59393,22397331001515229061
0xd246f2129526ee7ca2d275a7a2ebf410694f0956f58c0d3db66429bbaeeec1cf,2023-04-28 08:14:27.000 UTC,2.7737917e+07,0xf5367b627a0fa25fa3c25fe8bdada5f96bdccf48,59408,682024436001627545
0x81e4b72d887f7fc7d3c548fa3293284a6a248533cb3cc8c3931aad7e83ede58e,2023-04-28 08:15:00.000 UTC,2.7737928e+07,0x596c80b92181f06dd4fed365812884c300370fff,24477,8345662973003141460
0xaa7a2306c82dc74f8d2d1fceada56d7dc43533575f7cbc32b27ffdd738f19138,2023-04-28 08:15:48.000 UTC,2.7737944e+07,0x596c80b92181f06dd4fed365812884c300370fff,24449,816700323768256163
0xdacb18c2c40f35ffc7f9d25ac6eb57a14f4cf5069c751e7fe7191a7fba2e1587,2023-04-28 08:17:36.000 UTC,2.773798e+07,0x364f818d34b0ef1e69ce337140056faaff8f18e9,59486,10010656873413338200
0x4a7b5da476c35acd4f7f5b88b760ef371504b73553eb333284ee65d5bf689be3,2023-04-28 08:18:09.000 UTC,2.7737991e+07,0x1f232876ab5e66be6f09fbe2f0b31fcf58c49d36,43158,7028691746369134151
0x9c26b0d051e17a441e4ebe8cbc1dc49ae0a1a4dff42314facb197f02ffdacc69,2023-04-28 08:21:39.000 UTC,2.7738061e+07,0xfe1ac3b0af4f13450309ec2c94279fb299d0cb4b,48222,1243007073945831345
0x7bcf4c307e68c3cc32a4a355b0a4f9e66a347b2cdb228ef262a0348477d95d68,2023-04-28 08:22:30.000 UTC,2.7738078e+07,0xfe1ac3b0af4f13450309ec2c94279fb299d0cb4b,47175,6538202600289551291
0xc904723f9bcd28851fd81252e9c00024bfc5a9d3be9d350dc67996bb051766fd,2023-04-28 08:23:51.000 UTC,2.7738105e+07,0x364f818d34b0ef1e69ce337140056faaff8f18e9,59486,450979264894408556
0xfb3cb62fa4b2e78bfd911ebde9db62215203bef0dd68f607a72d24e9540d68c5,2023-04-28 08:28:00.000 UTC,2.7738188e+07,0x364f818d34b0ef1e69ce337140056faaff8f18e9,59486,264741172721033310
0x17af13f84305464326492151a58da201735f9aa37f8172c589d2b53395b80ec9,2023-04-28 08:39:52.000 UTC,2.7738424e+07,0x2174bcd9366f30fa77d1ea77c4af757faf2d74fb,19474,86661071493556078030
0xefc7bd3ab79172b98aa765c810467465050b503e5f06c9b0df94e38ef0e70ba8,2023-04-28 08:41:49.000 UTC,2.7738463e+07,0xbe29634658acfabc534ed45fd891898c97042c58,57400,44844989558171598798
0x1cf3e185b3268a66233c73d44b26730b2e487edbae0169529f0eb18c37c1afc1,2023-04-28 08:42:49.000 UTC,2.7738483e+07,0x34814bc57d269b604a7832eb92339e58bdce9d04,58339,
0x6b487df63fbab6b19f7e23b788a9792accfd12a02adc4ea9928232549c3386f7,2023-04-28 08:43:10.000 UTC,2.773849e+07,0xf5367b627a0fa25fa3c25fe8bdada5f96bdccf48,59549,838787986814830247
0x0f7c1cd235ad53c457933ef48075abe204f729ecdc4b190d0c1299493feb3343,2023-04-28 08:43:49.000 UTC,2.7738503e+07,0xb39a1c8933e67ed4dc65ba37035ef477b3423374,59531,6003017823134535524
0xe1c3ced9e79301749de5cb2aa4c66a99e065bf619a4a2471f8bf013612073250,2023-04-28 08:43:28.000 UTC,2.7738496e+07,0x34814bc57d269b604a7832eb92339e58bdce9d04,58339,
0x1527bd75211c21f261bf60e7cf0fa2e70b807114ed6f8a73f1298866e063367a,2023-04-28 08:44:19.000 UTC,2.7738513e+07,0x34814bc57d269b604a7832eb92339e58bdce9d04,58339,
0x4ac3a44a028c7cada957d40da716ffd6b3ef3597ec85faa8b074eaec59c45606,2023-04-28 08:45:55.000 UTC,2.7738545e+07,0x34814bc57d269b604a7832eb92339e58bdce9d04,58339,
0x4b9284af560e7251d678e90127f2ad31823575833bd82fa058f519231899ac2c,2023-04-28 08:49:19.000 UTC,2.7738613e+07,0xc872cd0638c73b882c09258d94284da15c46fead,58881,12624539190869123256
0x5ad0c189481e1316543af085ed223e2facc4520bef45cce61461cd161606716e,2023-04-28 08:50:07.000 UTC,2.7738629e+07,0x9c91aa147fd5baecf246382c4c8a232faa7dff08,45169,482565100586247374961
0xabd44e22ab11c981301d8595c1383af72ea7edf73d65aab9ee5cbc802ff96ca2,2023-04-28 08:53:22.000 UTC,2.7738694e+07,0xcb438bbe7761376ab317004f555613e52a77bad9,59361,1249779050234464100
0xc3a54179cc502fef1bf3e065507f9e34f586aa95d69cea630215813d38673620,2023-04-28 08:55:43.000 UTC,2.7738741e+07,0x498195b08a9b79a177d4e6f40c1cd3b7de9dd066,21890,1013585818415753728
0xeddd9458c265b18230ab1fa0c32ccf73a9587a87391c9d6870cd06887a1a6fd6,2023-04-28 08:56:43.000 UTC,2.7738761e+07,0xc872cd0638c73b882c09258d94284da15c46fead,58915,1162886085613211327
0x6ecd26f2a477e12b6c073803f282a95b1d5c50c6c8fc23d8ca3722d4aeca8568,2023-04-28 09:00:13.000 UTC,2.7738831e+07,0x49508b9a44a547b806532b1f53023ea950e65865,31131,18576900431739654020
0x4212ac61da6a54d21d23dbe90eb0d8e6cd019c143f538af2576aff0be0ee26ea,2023-04-28 09:06:22.000 UTC,2.7738954e+07,0xf5367b627a0fa25fa3c25fe8bdada5f96bdccf48,59408,0
0x64d894130edf154145f439fcf9d45d3dd975f5f537b068806331bcee56fb3836,2023-04-28 09:07:43.000 UTC,2.7738981e+07,0xf5367b627a0fa25fa3c25fe8bdada5f96bdccf48,59557,2856358332554626558
0x7d6646e59c7dc0d03c37535a8b217746885dbeeaf61e7742af787e9bb5435efd,2023-04-28 09:08:01.000 UTC,2.7738987e+07,0xf5367b627a0fa25fa3c25fe8bdada5f96bdccf48,59557,0
0xff1a6e1cde2b8ffcbe53968dd2d05421820393402c1d3dd8fb9fa4940f0709ec,2023-04-28 09:09:55.000 UTC,2.7739025e+07,0x713c0b83217b26f03b91266fbbe80a6d4b397d85,59515,
0x35f2b29c4bf4250ddf206cf046e94cef4125009bfbc1692fbd1741eac39b68a0,2023-04-28 09:11:07.000 UTC,2.7739049e+07,0x713c0b83217b26f03b91266fbbe80a6d4b397d85,59515,23339366132590825043
0xc4400e540ab7c43a0009cfe59f2df2bdb7ef1db77235cad1bb36491d4dd58acc,2023-04-28 09:12:01.000 UTC,2.7739067e+07,0xcb438bbe7761376ab317004f555613e52a77bad9,58886,2066333005945205267
0xd9d4a32cbdcf59360383e2e6e863a8dbe24c8940bff1e483aa382619ba204d3c,2023-04-28 09:17:40.000 UTC,2.773918e+07,0xdc3871ac5daa5a77d71150251bd343bde69a3a6f,54406,23280973669248055642
0x8cf77b117b4c20c79c5f6047fa077ab9cfdb1fedacf1e089a1f3d348cd5911e4,2023-04-28 09:17:34.000 UTC,2.7739178e+07,0xb38fe2f4a4581da8b1c8a2aca3f16c6b97aa2427,51724,
0x0cf94ba5e44cecb8c629b8fb2067058e3e1e7624d25b7d8a4e7167aad94f338b,2023-04-28 09:17:16.000 UTC,2.7739172e+07,0x368b85b703932a35d1f599735e859b43430a74a2,53467,
0x0cf94ba5e44cecb8c629b8fb2067058e3e1e7624d25b7d8a4e7167aad94f338b,2023-04-28 09:17:16.000 UTC,2.7739172e+07,0x368b85b703932a35d1f599735e859b43430a74a2,53053,510873848215452834
0x8b83a2d643e6366ade15fa51d81bf60a32ebc44c9d9622c9ee392b654fca0d56,2023-04-28 09:18:07.000 UTC,2.7739189e+07,0xb38fe2f4a4581da8b1c8a2aca3f16c6b97aa2427,51724,1071596709705962685
0x781a3020a985a4f739416cfbd95344e984389d12ff2110c9d0269cdb74e70b5c,2023-04-28 09:19:28.000 UTC,2.7739216e+07,0x2bfce646d03a7ae3c771a94c92a7b4213dfe96c1,18161,975454851816524827
0x1899e70c6521ff7f5ab06e1ebac635e35e31f541f76ac2d687e9f11b1867be9a,2023-04-28 09:19:07.000 UTC,2.7739209e+07,0x90b9f0b04cf9eff1b2163f2acf89cc4b04e0db20,54920,83248096886355232355
0xd2ba0da2a0b554cc9d06e100fe7803240e43a4c98ee9a795ae4b16061f1c2273,2023-04-28 09:25:19.000 UTC,2.7739333e+07,0xc7858c85474d7b470caf2a763102bd88d131942c,57267,30950824482712084813
0x5c88333b518c5b1d54be138b0ef179af2a9d325f423bdc4d51a209e238958ecb,2023-04-28 09:29:13.000 UTC,2.7739411e+07,0x026d109d2587f8ebf259e3df86bedf9a22939f88,57276,13679686078644340776
0x45e9f771f04176942e844fc18e485f6fd7884f5d5d34cec57c462aa15909ee35,2023-04-28 09:30:34.000 UTC,2.7739438e+07,0x3879d62ec59713ffa2629015dd35874e22dd9fb8,11776,26761581673812844064
0xa58e1bd9ae9a789c13ae0806470de3e39f6e1bb80bf50b1c66c4f97940bc1698,2023-04-28 09:30:37.000 UTC,2.7739439e+07,0x3879d62ec59713ffa2629015dd35874e22dd9fb8,11767,70690817222410828901
0x08de39be29cd77c1b8a005cedd069af18b39c5ca5596c6b3b171e731f6bd87f2,2023-04-28 09:33:19.000 UTC,2.7739493e+07,0x67ef8b3dfe0a5526053a7f52f45e3b624a92e641,57121,254921007642059930
0xce47569934f19b4d9e50dccd184ce9b4a06713d1bd02ff273f5b4798408a4ce9,2023-04-28 09:34:10.000 UTC,2.773951e+07,0x3f723b3402d1d64e836ee340cabdc7de153deb42,58807,16467821510071979934
0x65dea3edba57b7f9609317a8af3ae9bdd3cc5c615cba4fd5a38a0537af1ab181,2023-04-28 09:36:49.000 UTC,2.7739563e+07,0x4554847b591a4ea28fbff35cb83b88b876d11110,57288,10539017259591371510
0x785dad0bd71683e52adc926ade7a41dd5b13dc9db764cdce542b9955bbb1f1d4,2023-04-28 09:43:07.000 UTC,2.7739689e+07,0x368b85b703932a35d1f599735e859b43430a74a2,53467,320237954064313420
0x785dad0bd71683e52adc926ade7a41dd5b13dc9db764cdce542b9955bbb1f1d4,2023-04-28 09:43:07.000 UTC,2.7739689e+07,0x368b85b703932a35d1f599735e859b43430a74a2,53053,510873848215452834
0xfcf27ec2aed637b216dc60e26b00b8aeb3c5b6f94e9953e1839c4b70a2c7084e,2023-04-28 09:44:16.000 UTC,2.7739712e+07,0x16ea1f673e01419ba9af51365b88138ac492489a,37300,2662205463407820599
0xb074ae527bef8394349676209f7c53a4e3d776b71dc1e9b5120e495c48ec8b16,2023-04-28 09:44:10.000 UTC,2.773971e+07,0x16ea1f673e01419ba9af51365b88138ac492489a,56526,82352877679465198393
0xe92f97e2fd2e149839364062de28ef4c7419bb91cb86f2b73c9a46410044af19,2023-04-28 09:47:31.000 UTC,2.7739777e+07,0x096adb5d3ba7057bd01ba2eceae5eb120cdc9457,18520,121068658233981467
0x8dc71cf2e6ef0354136f5de48505674214d86d67776e09dc64285dffb15702bc,2023-04-28 09:49:17.000 UTC,2.7739812e+07,0xd0091d1fc35739417364a4efa45653ad20e050d2,57296,10491168743470964189
0x7808d146dc7f6f017e6645c011eb4208ecba1e07091487c44984e486f13aea98,2023-04-28 09:51:00.000 UTC,2.7739846e+07,0x375249a2b359c03650cb597a13654a0940c27b02,44577,1753059729822254385
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,58300,604409022643258021
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,57071,61286591712045330962
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,54754,4328560551116458928
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,56781,22818132184308548557
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,47689,7678005567769854346
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,52341,889154410200495073
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,52334,13828532588464495741
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,48057,3648666779488228085
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,58138,29875563988327320246
0x24f50a28595895d333737db889253a2b9fbb7df4e20ee8dd8302d2ecc536bb65,2023-04-28 09:51:55.000 UTC,2.7739864e+07,0x743fc05850fac2ce03251704cda96f5e09146cac,39871,1834931107689318103
0xbaa3e1c52f1cbccc359d9ea5683411f7f9b2fff3084ab464c6b203736dbfe311,2023-04-28 09:58:25.000 UTC,2.7739993e+07,0x368b85b703932a35d1f599735e859b43430a74a2,52995,287661700406979164
0xf1a595bc8b2bebbc1987a5c1fd69b4327f3918f28b4b6e94f5017b609756c024,2023-04-28 09:58:25.000 UTC,2.7739993e+07,0x27e6a60146c5341d2e5577b219a2961f2d180579,58797,126222463666623815
0x06acf7b39242086eb3d25d8818709573ebc5afc825046c6e86b4b5ce894faa43,2023-04-28 10:01:19.000 UTC,2.7740051e+07,0xa96cc6e271f0c77c695e0013673831f9dc182fdc,54756,0
0x80f78cd0d9e5a46547004652de4d7fff0f1c4aae48664f632b036edf9733f7d1,2023-04-28 10:02:34.000 UTC,2.7740076e+07,0xf5367b627a0fa25fa3c25fe8bdada5f96bdccf48,59683,4267786373664152
0x71d3787927918db7537b8fdf5fb44ac6dd11308772f9c1677b16fe0a07b3a596,2023-04-28 10:08:07.000 UTC,2.7740187e+07,0xb39a1c8933e67ed4dc65ba37035ef477b3423374,59690,549588192329401803
0xd6bd90cf696a7879cc4da9c8348635d92000967627530b353816bc3dfa578d4c,2023-04-28 10:11:37.000 UTC,2.7740257e+07,0x18d61237aaeb54d3947dc0f8c8c6bcc167816b4a,47757,
